Employee_ID,Country,Age,Education_Level,Marital_Status,Number_of_Children,Industry_Sector,Years_of_Experience,Remote_Work_Type,Monthly_Salary_USD,Weekly_Work_Hours,Promotion_Last_2_Years,Work_Life_Balance_Score
17416,Brazil,32,Master,Divorced,3,Finance,9,No,3234,55,No,1.97
17417,Germany,35,Master,Single,0,Manufacturing,8,No,2701,52,Yes,5.45
17418,Australia,52,PhD,Single,0,Healthcare,13,No,3816,40,Yes,8.15
17419,Australia,59,Bachelor,Married,0,Government,17,Yes,4790,32,Yes,6.23
17420,India,52,Bachelor,Married,2,Government,31,No,7667,56,Yes,7.81
17421,France,25,PhD,Married,3,Education,0,Yes,1458,34,No,3.26
17422,France,58,PhD,Divorced,0,Retail,32,Hybrid,7859,32,Yes,7.77
17423,Japan,50,Diploma,Divorced,3,IT,12,Hybrid,3344,38,Yes,9.39
17424,Brazil,41,Master,Married,4,Manufacturing,1,Yes,1592,51,No,3.7
17425,France,57,High School,Divorced,4,Finance,27,Yes,6337,44,Yes,5.87
17426,South Africa,49,Bachelor,Married,3,IT,15,Yes,4231,29,Yes,4.2
17427,India,39,Master,Married,3,Retail,16,No,4589,50,Yes,1.65
17428,India,57,PhD,Divorced,0,Hospitality,4,Yes,1905,26,No,2.47
17429,USA,59,PhD,Married,1,Education,28,Hybrid,6556,47,Yes,1.03
17430,Canada,28,Bachelor,Married,1,Education,0,Hybrid,1114,27,No,2.29
17431,Germany,39,PhD,Married,2,Finance,13,Yes,3834,51,Yes,7.42
17432,USA,52,High School,Single,0,IT,17,Hybrid,4597,53,Yes,5.1
17433,South Africa,45,Bachelor,Divorced,3,IT,24,Yes,6280,54,Yes,7.83
17434,France,53,High School,Single,0,Education,1,Hybrid,1395,32,No,1.31
17435,USA,36,Master,Single,0,Retail,13,No,3594,38,No,2.46
17436,UK,50,High School,Divorced,4,Healthcare,6,Hybrid,2373,51,Yes,5.46
17437,UK,50,Bachelor,Divorced,3,Government,0,No,746,40,No,6.12
17438,South Africa,32,High School,Single,0,Education,14,Hybrid,3842,52,Yes,1.84
17439,Japan,32,PhD,Divorced,0,Education,6,No,2263,58,Yes,6.73
17440,Canada,50,High School,Married,3,Healthcare,2,Hybrid,1756,38,No,7.62
17441,Germany,30,Bachelor,Single,0,IT,9,Yes,2887,29,No,1.31
17442,Germany,40,PhD,Single,0,IT,4,No,2196,56,No,5.57
17443,Brazil,26,High School,Divorced,4,Healthcare,8,No,2538,47,Yes,1.5
17444,Japan,29,Bachelor,Single,0,Manufacturing,0,Hybrid,777,39,No,9.03
17445,Canada,49,Master,Divorced,0,Finance,15,Hybrid,4051,28,No,9.96
17446,Brazil,32,Bachelor,Single,0,Government,11,Hybrid,3312,57,Yes,1.82
17447,Japan,44,High School,Married,1,Hospitality,21,No,4810,31,No,4.15
17448,UK,43,PhD,Single,0,Healthcare,1,Hybrid,1084,38,Yes,5.59
17449,India,49,Diploma,Married,4,Education,24,No,6132,50,Yes,6.09
17450,South Africa,41,Master,Single,0,Education,18,Hybrid,4860,59,Yes,8.83
17451,Brazil,39,High School,Married,1,Retail,21,Hybrid,4890,28,Yes,1.94
17452,Germany,24,Master,Married,0,Education,1,Hybrid,1189,33,No,6.45
17453,Australia,22,High School,Single,0,Education,3,Yes,1793,28,No,1.33
17454,France,24,Master,Divorced,2,Healthcare,1,Yes,1125,31,Yes,5.3
17455,USA,35,Diploma,Married,2,Retail,13,Hybrid,3504,36,Yes,9.37
17456,India,24,Bachelor,Married,1,Retail,3,Yes,1434,54,No,7.02
17457,Brazil,43,Master,Divorced,1,Retail,8,Yes,2308,42,Yes,3.02
17458,Brazil,31,Bachelor,Married,1,Healthcare,5,Hybrid,1521,48,No,2.13
17459,Australia,47,Diploma,Divorced,0,Healthcare,29,No,6977,36,Yes,3.0
17460,USA,55,PhD,Single,0,IT,29,Yes,6910,39,Yes,8.36
17461,Brazil,27,High School,Married,2,Healthcare,9,No,2507,53,No,9.27
17462,South Africa,38,Bachelor,Divorced,0,Healthcare,0,Yes,507,46,No,4.54
17463,India,30,PhD,Single,0,Government,4,No,2001,38,Yes,1.8
17464,South Africa,40,PhD,Divorced,0,Government,2,No,1586,27,No,4.4
17465,South Africa,54,Master,Divorced,0,Retail,8,No,2884,39,Yes,5.91
17466,Japan,44,Diploma,Divorced,3,IT,8,Hybrid,2628,56,Yes,2.53
17467,USA,53,Diploma,Married,1,Education,5,Hybrid,2101,47,No,1.17
17468,Brazil,58,PhD,Married,3,Education,28,Yes,6752,28,Yes,6.65
17469,Brazil,54,Master,Married,3,Finance,0,Yes,1156,47,No,6.86
17470,UK,23,Master,Single,0,IT,0,Yes,665,54,No,1.39
17471,UK,29,Bachelor,Divorced,0,Education,8,Yes,2948,28,No,4.62
17472,Japan,40,Bachelor,Divorced,2,Education,19,Hybrid,4795,38,No,7.75
17473,Germany,24,PhD,Married,0,Retail,0,Yes,1089,26,No,2.57
17474,India,38,Bachelor,Married,0,Retail,17,Hybrid,4328,57,Yes,4.51
17475,USA,47,PhD,Divorced,0,Healthcare,0,Hybrid,1273,31,No,2.34
17476,UK,44,Master,Divorced,1,Retail,8,No,2262,41,No,5.98
17477,South Africa,32,High School,Divorced,1,Finance,10,No,2865,33,No,3.4
17478,Germany,32,Master,Married,1,Manufacturing,5,Yes,2025,39,No,7.51
17479,South Africa,59,PhD,Single,0,Hospitality,28,Yes,6338,44,Yes,5.83
17480,France,43,Diploma,Single,0,Healthcare,25,No,5571,56,No,3.5
17481,Japan,23,Bachelor,Married,2,Healthcare,2,No,1344,54,No,2.67
17482,USA,42,Bachelor,Single,0,Hospitality,0,Hybrid,1154,35,No,1.89
17483,USA,29,PhD,Divorced,4,Hospitality,3,Hybrid,1921,38,No,9.64
17484,Canada,43,Diploma,Single,0,Finance,25,Hybrid,6008,32,Yes,5.13
17485,USA,57,High School,Divorced,0,Retail,9,Yes,3094,27,Yes,4.24
17486,Germany,54,Master,Married,3,Finance,30,Hybrid,6768,28,Yes,2.86
17487,Japan,36,PhD,Divorced,2,Retail,10,No,3252,38,Yes,1.26
17488,France,22,Diploma,Divorced,2,Retail,3,Hybrid,1514,46,No,1.81
17489,Japan,39,Diploma,Divorced,2,Finance,21,Hybrid,4944,31,Yes,1.99
17490,Germany,31,PhD,Divorced,2,IT,5,No,2174,28,No,7.63
17491,USA,54,PhD,Married,0,IT,28,No,6159,36,Yes,3.94
17492,UK,32,Diploma,Divorced,3,Retail,4,Hybrid,1305,55,No,5.28
17493,South Africa,48,High School,Divorced,1,Government,17,No,4608,50,Yes,6.18
17494,France,42,Diploma,Single,0,Government,17,No,4881,27,Yes,1.94
17495,Canada,37,Diploma,Married,2,IT,0,Yes,1069,33,Yes,1.82
17496,France,57,Master,Single,0,Education,30,Yes,7316,52,Yes,3.63
17497,UK,34,PhD,Married,1,Retail,8,No,2506,52,Yes,2.38
17498,Germany,46,Master,Single,0,Finance,23,No,5316,25,Yes,6.97
17499,South Africa,32,Master,Single,0,Finance,3,No,2029,57,No,1.04
17500,Japan,39,Bachelor,Single,0,Hospitality,18,Yes,4125,42,Yes,1.75
17501,Germany,25,PhD,Married,2,Hospitality,0,No,1314,30,Yes,9.13
17502,Japan,22,PhD,Married,1,Healthcare,0,Hybrid,504,57,No,7.82
17503,Germany,30,PhD,Married,4,Government,4,Hybrid,2285,38,No,3.01
17504,India,56,Diploma,Divorced,1,Hospitality,25,No,6031,51,No,8.99
17505,South Africa,35,Bachelor,Divorced,3,Finance,14,No,3689,47,No,6.65
17506,France,49,Master,Married,0,Healthcare,8,Yes,2809,31,Yes,6.43
17507,UK,46,Diploma,Married,4,Government,24,No,5870,32,Yes,9.63
17508,Brazil,37,Diploma,Married,3,Government,19,Hybrid,4747,46,Yes,9.68
17509,South Africa,58,Diploma,Divorced,0,Education,19,Hybrid,5053,30,Yes,4.77
17510,Australia,24,High School,Divorced,2,Healthcare,6,Hybrid,1845,54,Yes,3.1
17511,France,50,PhD,Single,0,Retail,4,Yes,1687,35,Yes,3.87
17512,Germany,25,High School,Divorced,0,Government,3,Yes,1884,32,No,7.62
17513,Germany,33,High School,Single,0,Healthcare,15,Hybrid,3748,31,Yes,2.65
17514,USA,45,Master,Divorced,0,IT,10,No,3025,50,Yes,6.0
17515,Canada,24,Diploma,Divorced,0,IT,6,Yes,2161,44,Yes,5.16
17516,Germany,40,High School,Married,3,Finance,5,No,1512,37,No,4.86
17517,Australia,39,High School,Single,0,Finance,21,No,5602,35,Yes,7.27
17518,India,56,Bachelor,Married,4,Retail,31,Hybrid,7083,48,Yes,6.86
17519,USA,24,PhD,Single,0,IT,0,No,1055,46,No,9.17
17520,South Africa,38,High School,Married,4,Manufacturing,19,Hybrid,5186,49,No,7.25
17521,Australia,57,PhD,Married,4,Manufacturing,26,No,6098,56,Yes,9.96
17522,Canada,54,Bachelor,Married,2,Hospitality,28,No,6118,39,Yes,6.47
17523,Brazil,35,Diploma,Divorced,1,Finance,17,No,4474,38,Yes,1.82
17524,India,47,Diploma,Married,0,Manufacturing,29,Hybrid,6790,44,Yes,2.02
17525,India,43,Master,Single,0,Government,20,Hybrid,5250,53,Yes,8.91
17526,Brazil,21,High School,Married,3,Manufacturing,1,No,1118,25,No,6.91
17527,UK,35,High School,Divorced,0,Healthcare,0,No,836,56,No,3.37
17528,USA,25,PhD,Divorced,1,Manufacturing,0,No,918,51,No,5.34
17529,USA,42,High School,Married,1,Education,24,Hybrid,6214,29,Yes,6.62
17530,Brazil,26,PhD,Single,0,Manufacturing,0,Yes,1415,51,No,8.46
17531,Canada,23,High School,Divorced,0,Hospitality,3,Yes,1711,45,No,7.76
17532,Canada,33,Bachelor,Married,3,Healthcare,12,No,3574,41,Yes,6.1
17533,France,34,Master,Married,3,IT,7,Yes,2827,36,Yes,3.91
17534,Japan,23,Master,Divorced,1,Education,0,No,621,51,No,8.54
17535,Australia,27,Master,Single,0,Education,4,Hybrid,1731,45,No,7.79
17536,Germany,42,Bachelor,Divorced,0,Manufacturing,21,Hybrid,4743,41,No,4.31
17537,UK,34,Bachelor,Married,0,Government,13,Hybrid,3971,48,No,8.94
17538,Brazil,59,High School,Single,0,Manufacturing,6,Yes,2619,49,Yes,8.61
17539,UK,29,Master,Single,0,Retail,6,Hybrid,2016,46,Yes,7.81
17540,Germany,56,PhD,Divorced,3,Education,30,No,6880,43,No,7.08
17541,Germany,58,Bachelor,Divorced,3,Government,16,Yes,3844,52,Yes,4.56
17542,UK,26,Bachelor,Married,3,Hospitality,5,No,1826,31,No,8.51
17543,Australia,30,PhD,Single,0,Healthcare,4,Yes,1662,45,Yes,5.92
17544,USA,59,Master,Married,0,Education,33,No,7149,47,Yes,1.08
17545,Australia,40,Diploma,Divorced,4,IT,22,Hybrid,4964,43,Yes,3.34
17546,Germany,28,Bachelor,Married,1,Hospitality,7,No,2254,55,No,9.19
17547,Germany,45,PhD,Single,0,Retail,19,Yes,5099,49,Yes,1.7
17548,India,31,Diploma,Divorced,1,IT,13,Yes,3263,41,Yes,6.13
17549,Canada,59,Bachelor,Married,0,Hospitality,3,No,1240,55,No,3.51
17550,Germany,41,High School,Married,1,Education,23,Hybrid,6065,56,No,7.19
17551,UK,38,Master,Single,0,IT,15,Yes,4325,54,No,8.23
17552,Australia,56,PhD,Single,0,IT,30,Hybrid,6627,40,No,1.86
17553,UK,31,High School,Divorced,2,Manufacturing,0,Yes,897,28,No,1.24
17554,Canada,58,Bachelor,Single,0,Hospitality,8,No,3032,49,Yes,6.91
17555,France,33,Diploma,Single,0,Healthcare,15,No,4379,38,Yes,3.84
17556,UK,39,PhD,Married,3,Healthcare,10,No,2962,40,Yes,6.87
17557,Japan,28,Master,Married,0,Hospitality,5,Yes,2250,40,No,1.23
17558,Australia,26,Diploma,Single,0,IT,8,Yes,2935,35,No,9.23
17559,Canada,24,PhD,Married,0,Education,0,Yes,1307,59,No,3.69
17560,Germany,34,Bachelor,Married,2,Government,13,No,3286,42,Yes,8.76
17561,Japan,21,Diploma,Divorced,0,Manufacturing,3,No,1819,59,No,4.22
17562,Brazil,46,Master,Married,3,Education,1,Hybrid,1431,34,No,1.86
17563,India,37,Bachelor,Married,3,Government,16,No,4611,40,Yes,2.42
17564,Japan,48,Master,Single,0,Hospitality,13,Yes,3289,30,Yes,2.66
17565,India,58,PhD,Divorced,3,Manufacturing,21,Yes,5087,40,Yes,6.87
17566,India,21,High School,Married,3,Finance,3,Hybrid,1528,44,No,5.51
17567,Japan,49,Master,Married,1,Healthcare,26,Yes,6557,30,Yes,5.96
17568,Australia,25,Bachelor,Divorced,4,Education,4,Hybrid,1583,25,No,3.28
17569,UK,49,PhD,Single,0,IT,16,Hybrid,4563,46,Yes,8.03
17570,USA,34,Master,Married,0,Retail,11,Yes,2936,56,No,2.21
17571,South Africa,33,Bachelor,Divorced,4,Education,4,No,1493,53,No,4.71
17572,France,53,Bachelor,Divorced,3,Retail,2,No,1186,48,No,1.8
17573,India,52,Bachelor,Married,2,Education,31,Hybrid,7470,54,No,4.57
17574,Germany,41,Bachelor,Single,0,IT,14,No,4057,40,Yes,9.72
17575,India,38,PhD,Single,0,Manufacturing,12,Yes,3035,39,Yes,3.68
17576,South Africa,39,Diploma,Single,0,Finance,21,Hybrid,5491,28,No,8.54
17577,India,45,Diploma,Divorced,0,Finance,27,No,6682,38,Yes,3.79
17578,South Africa,30,High School,Married,0,Education,12,Hybrid,3070,26,No,3.59
17579,Germany,36,Diploma,Divorced,4,Hospitality,18,Hybrid,4258,47,Yes,7.36
17580,UK,30,Bachelor,Married,4,Manufacturing,3,Hybrid,1300,59,Yes,6.21
17581,France,51,Bachelor,Single,0,Finance,10,No,2986,28,Yes,3.09
17582,Germany,24,Diploma,Single,0,Education,6,Hybrid,2256,34,Yes,2.85
17583,Brazil,31,Bachelor,Married,4,Finance,10,Hybrid,3461,38,No,5.48
17584,USA,43,Diploma,Married,2,Government,5,Yes,2275,57,No,9.71
17585,Brazil,52,Bachelor,Married,3,Education,1,Hybrid,1282,46,No,8.81
17586,France,35,Bachelor,Married,1,Finance,14,Hybrid,3803,45,No,7.01
17587,India,42,Diploma,Single,0,Retail,24,Hybrid,6175,39,Yes,6.37
17588,South Africa,35,High School,Married,1,Education,17,No,4270,35,No,8.43
17589,UK,55,High School,Single,0,Retail,21,No,4802,43,Yes,4.79
17590,Japan,37,Diploma,Divorced,1,Healthcare,3,No,1224,32,No,1.94
17591,France,21,Master,Single,0,Hospitality,0,No,812,36,No,8.15
17592,Australia,46,Diploma,Married,3,Finance,5,Hybrid,2475,35,No,5.68
17593,Australia,27,Master,Married,4,Education,4,No,2294,38,No,8.02
17594,Japan,22,Diploma,Single,0,Hospitality,3,No,1897,44,No,8.97
17595,Canada,56,Diploma,Divorced,3,Government,2,Hybrid,1357,53,No,3.74
17596,France,43,PhD,Single,0,Government,4,No,1529,44,Yes,9.52
17597,UK,54,Master,Married,4,Government,3,Hybrid,1757,48,No,1.34
17598,USA,25,Bachelor,Single,0,Government,4,Yes,2181,52,No,6.26
17599,France,29,PhD,Single,0,Manufacturing,3,Hybrid,1296,39,Yes,9.67
17600,India,24,PhD,Married,0,Hospitality,0,Yes,1384,29,Yes,1.98
17601,Japan,43,Diploma,Single,0,Education,8,No,2832,32,Yes,9.91
17602,Japan,26,Diploma,Married,0,Manufacturing,8,No,2522,58,Yes,8.33
17603,France,40,Bachelor,Single,0,Government,19,Yes,4871,44,No,9.91
17604,South Africa,29,Bachelor,Divorced,0,Retail,3,Yes,1709,53,No,7.49
17605,Brazil,23,PhD,Divorced,1,Government,0,No,670,30,No,4.83
17606,USA,59,High School,Divorced,4,Retail,8,Yes,2481,27,Yes,1.31
17607,Canada,30,High School,Married,2,IT,12,Yes,3072,59,Yes,1.93
17608,Canada,40,Master,Single,0,Finance,3,Yes,1762,34,No,4.88
17609,USA,37,High School,Single,0,Healthcare,3,Hybrid,1552,31,No,3.87
17610,Canada,25,Diploma,Divorced,3,Retail,7,Yes,2249,30,No,2.68
17611,France,32,Diploma,Single,0,Manufacturing,14,No,4201,46,No,5.71
17612,Germany,42,Diploma,Married,0,Retail,18,No,5051,39,No,7.6
17613,India,56,Master,Married,4,Education,18,Hybrid,4733,53,Yes,5.94
17614,Australia,29,PhD,Divorced,4,IT,3,Yes,1593,26,No,3.71
17615,India,26,Diploma,Divorced,0,Hospitality,8,Yes,2719,31,No,2.35
17616,Australia,56,PhD,Married,0,Retail,11,Hybrid,2703,49,Yes,6.29
17617,South Africa,46,Bachelor,Divorced,3,Education,15,Yes,3592,42,No,1.78
17618,France,25,High School,Married,4,Government,7,Yes,2818,25,No,7.43
17619,South Africa,30,High School,Married,1,Finance,12,Hybrid,2905,49,No,9.59
17620,South Africa,50,Diploma,Single,0,Finance,32,Hybrid,7187,46,Yes,1.09
17621,Brazil,44,Diploma,Divorced,0,Retail,13,Hybrid,3717,40,No,8.08
17622,India,39,Bachelor,Single,0,Government,8,Yes,2245,32,Yes,1.92
17623,South Africa,30,Bachelor,Married,0,Government,9,No,3082,49,Yes,7.17
17624,South Africa,41,Master,Single,0,Manufacturing,10,Yes,2923,25,Yes,8.95
17625,USA,28,Bachelor,Divorced,1,Hospitality,7,Hybrid,2789,42,No,7.17
17626,France,52,Bachelor,Single,0,Manufacturing,21,No,5307,47,No,7.25
17627,Canada,53,Bachelor,Divorced,0,Manufacturing,28,Hybrid,6556,37,Yes,3.08
17628,USA,57,Bachelor,Married,4,IT,25,No,6240,46,Yes,8.02
17629,France,28,Diploma,Single,0,Manufacturing,3,Yes,1301,32,No,5.83
17630,Japan,31,Bachelor,Married,2,Government,10,Hybrid,2711,50,No,8.5
17631,India,40,Master,Married,0,Manufacturing,3,Hybrid,1105,32,No,7.1
17632,South Africa,22,High School,Married,4,Finance,3,Yes,1723,53,No,8.31
17633,France,52,Master,Married,1,Finance,29,No,6675,34,Yes,8.18
17634,Canada,50,High School,Married,1,Finance,25,Hybrid,6390,39,Yes,8.83
17635,Brazil,43,PhD,Married,4,Finance,10,No,2946,30,Yes,3.1
17636,India,28,High School,Single,0,Healthcare,10,No,3334,27,Yes,3.55
17637,Australia,27,High School,Single,0,Hospitality,9,No,2405,38,No,6.27
17638,Australia,21,Diploma,Divorced,3,Hospitality,3,No,1750,41,No,6.1
17639,Germany,48,Bachelor,Divorced,4,Healthcare,14,Hybrid,4110,54,Yes,1.38
17640,France,45,Master,Single,0,Finance,22,Yes,5300,54,No,8.98
17641,India,46,Master,Single,0,Hospitality,7,Yes,1995,47,Yes,3.54
17642,USA,31,Bachelor,Single,0,Finance,4,Hybrid,1687,42,Yes,2.78
17643,Japan,46,High School,Single,0,Government,20,No,5458,25,Yes,8.89
17644,France,32,Diploma,Single,0,Healthcare,14,Yes,3751,40,Yes,6.03
17645,Japan,37,Master,Divorced,4,Manufacturing,14,Yes,4148,30,No,8.81
17646,Germany,58,Bachelor,Divorced,1,Finance,4,Hybrid,2108,31,Yes,7.89
17647,Australia,38,Diploma,Single,0,Education,20,Hybrid,5478,32,Yes,4.02
17648,Brazil,49,Master,Single,0,Manufacturing,26,No,6600,55,No,1.21
17649,Canada,28,Bachelor,Married,0,Manufacturing,7,Hybrid,2315,43,Yes,3.43
17650,India,29,Bachelor,Single,0,Government,8,Yes,2825,57,No,5.87
17651,UK,53,Master,Single,0,Finance,11,No,3203,42,No,2.68
17652,Canada,56,Diploma,Divorced,0,Manufacturing,2,Hybrid,1353,29,Yes,4.61
17653,South Africa,57,Bachelor,Single,0,Manufacturing,7,No,2190,42,No,4.67
17654,UK,21,High School,Married,0,Education,3,Yes,1633,56,No,4.18
17655,USA,51,Bachelor,Divorced,2,Government,12,Hybrid,3092,27,Yes,2.92
17656,Germany,25,PhD,Divorced,2,Government,0,Yes,1479,55,No,4.19
17657,Germany,40,Diploma,Married,1,Retail,22,Hybrid,5049,30,Yes,7.79
17658,Germany,50,Diploma,Married,2,Hospitality,0,Hybrid,1379,42,No,3.25
17659,Germany,26,PhD,Single,0,Manufacturing,0,No,1258,34,No,5.02
17660,Canada,24,PhD,Single,0,IT,0,Yes,1278,55,Yes,3.84
17661,India,52,Master,Divorced,4,Healthcare,12,Hybrid,3872,55,No,7.2
17662,Australia,49,Diploma,Married,4,Manufacturing,5,Yes,2262,34,No,4.8
17663,Brazil,36,Diploma,Married,2,Finance,18,Hybrid,4614,25,Yes,8.63
17664,Canada,35,Diploma,Divorced,4,Government,3,Hybrid,1492,46,No,4.55
17665,France,45,PhD,Divorced,1,Hospitality,19,No,4615,32,No,6.24
17666,Japan,23,Diploma,Married,3,Manufacturing,3,No,1175,31,Yes,5.01
17667,Brazil,27,Bachelor,Divorced,1,Manufacturing,5,No,2098,38,No,5.26
17668,UK,34,Bachelor,Married,0,Education,12,No,3169,35,Yes,2.51
17669,France,29,Diploma,Single,0,Manufacturing,11,Hybrid,2924,25,Yes,1.22
17670,India,39,High School,Single,0,Education,16,Hybrid,4229,35,No,8.1
17671,India,40,Master,Married,1,Education,17,No,4012,28,Yes,1.46
17672,South Africa,33,High School,Single,0,Government,15,Hybrid,3750,53,Yes,6.81
17673,India,35,Bachelor,Married,0,Government,14,Yes,3532,33,Yes,2.35
17674,India,34,Diploma,Married,4,Healthcare,16,No,4540,44,No,9.8
17675,Brazil,51,High School,Married,4,Retail,6,Yes,2490,39,No,2.85
17676,Brazil,55,High School,Married,4,Education,21,Hybrid,5413,55,Yes,1.87
17677,South Africa,52,High School,Single,0,Retail,13,Yes,3182,31,Yes,6.62
17678,Australia,47,PhD,Single,0,Government,1,No,824,31,No,8.2
17679,South Africa,53,Bachelor,Married,4,Government,8,No,2274,29,Yes,4.64
17680,India,34,High School,Divorced,2,Manufacturing,16,No,3768,39,Yes,1.33
17681,South Africa,35,Diploma,Married,3,Education,0,Yes,546,38,No,7.5
17682,Japan,53,Master,Divorced,1,Manufacturing,26,Hybrid,6583,52,Yes,6.51
17683,South Africa,53,Bachelor,Married,1,Healthcare,11,Hybrid,2955,36,No,8.94
17684,France,57,Master,Married,2,Manufacturing,17,No,4626,28,Yes,6.76
17685,UK,21,Diploma,Single,0,Finance,3,Yes,1129,39,No,2.19
17686,Japan,27,High School,Single,0,Manufacturing,9,No,2580,56,Yes,2.01
17687,USA,31,PhD,Divorced,4,Manufacturing,5,No,2423,53,No,7.14
17688,Brazil,41,Bachelor,Single,0,Hospitality,20,Hybrid,5493,58,Yes,7.21
17689,USA,41,Master,Divorced,1,Finance,18,No,4336,36,Yes,7.0
17690,France,37,Bachelor,Single,0,Manufacturing,13,No,3347,57,No,8.43
17691,Canada,29,PhD,Divorced,3,Retail,3,Yes,1467,27,Yes,4.07
17692,Canada,39,Bachelor,Divorced,0,Retail,18,Hybrid,4594,43,Yes,5.77
17693,South Africa,29,High School,Divorced,1,Retail,3,Hybrid,1124,49,Yes,1.89
17694,Brazil,55,Diploma,Married,1,Manufacturing,15,Hybrid,4085,40,No,3.67
17695,USA,51,High School,Divorced,3,Finance,12,No,3617,34,Yes,8.36
17696,South Africa,50,Diploma,Single,0,Finance,32,No,7389,35,No,5.82
17697,Germany,40,High School,Single,0,Government,22,Hybrid,5393,51,Yes,9.6
17698,Japan,25,Master,Married,3,Finance,2,Yes,1213,41,Yes,2.1
17699,South Africa,24,High School,Divorced,3,Retail,6,Yes,2305,55,Yes,5.41
17700,UK,39,High School,Married,4,Education,21,Hybrid,5074,55,Yes,5.24
17701,South Africa,34,Bachelor,Married,2,Retail,13,No,3738,49,Yes,2.45
17702,Japan,32,Diploma,Single,0,Healthcare,14,No,4236,30,Yes,3.12
17703,Germany,40,Master,Divorced,4,Government,17,Yes,3924,45,Yes,6.42
17704,UK,45,Diploma,Married,0,Finance,1,Hybrid,1033,32,Yes,9.0
17705,Australia,49,PhD,Divorced,1,Government,11,Yes,3054,54,Yes,4.4
17706,Australia,50,PhD,Divorced,1,Government,13,Hybrid,3215,30,No,1.46
17707,Brazil,29,High School,Single,0,IT,11,Hybrid,2747,52,No,6.86
17708,France,51,Bachelor,Divorced,3,Retail,11,Yes,3437,35,No,3.75
17709,Germany,26,Master,Married,2,Healthcare,3,No,1877,56,No,1.46
17710,Brazil,57,PhD,Married,0,Government,31,Yes,6798,36,No,1.59
17711,Canada,39,High School,Married,1,Finance,16,Hybrid,4158,53,Yes,5.64
17712,Brazil,31,Master,Divorced,1,IT,8,No,2622,48,Yes,6.85
17713,Germany,58,High School,Married,0,Finance,24,Hybrid,5896,58,No,3.89
17714,Australia,58,High School,Single,0,Government,3,Hybrid,1504,55,No,3.72
17715,Japan,30,Diploma,Single,0,IT,12,No,3113,44,Yes,8.52
17716,Australia,25,High School,Married,4,Education,7,No,2584,27,Yes,6.77
17717,Australia,43,Bachelor,Married,2,Government,12,Hybrid,3802,52,Yes,1.06
17718,UK,22,Diploma,Divorced,0,IT,3,No,1602,25,No,2.6
17719,Germany,38,Bachelor,Married,3,Healthcare,7,No,2620,41,No,6.91
17720,Brazil,49,Diploma,Divorced,3,Government,3,Yes,1547,41,Yes,8.99
17721,Brazil,44,Master,Married,1,Finance,20,No,5393,30,No,4.0
17722,Australia,58,High School,Single,0,Hospitality,21,Hybrid,5275,54,Yes,6.24
17723,India,39,Bachelor,Single,0,Retail,9,Yes,2557,38,No,4.76
17724,France,49,Master,Single,0,Finance,19,Yes,5143,39,No,7.03
17725,UK,54,Diploma,Divorced,4,Hospitality,16,Hybrid,3820,41,Yes,2.0
17726,France,50,High School,Single,0,Government,18,No,4909,57,Yes,5.71
17727,UK,35,High School,Divorced,3,Manufacturing,17,Yes,4877,40,No,9.21
17728,UK,36,High School,Divorced,1,Education,6,Hybrid,1753,47,Yes,2.96
17729,Germany,53,Master,Divorced,0,IT,13,Hybrid,3430,33,Yes,7.07
17730,Brazil,30,Master,Single,0,Hospitality,7,Yes,2683,43,Yes,2.04
17731,Canada,55,High School,Married,2,IT,7,Hybrid,2140,55,Yes,6.23
17732,Canada,49,Bachelor,Divorced,3,Manufacturing,20,No,5254,42,No,2.12
17733,UK,24,Bachelor,Single,0,Government,3,Yes,1629,27,Yes,3.47
17734,UK,48,High School,Divorced,0,Retail,6,Yes,2182,44,No,1.36
17735,UK,33,Diploma,Married,0,Government,8,Hybrid,2286,49,Yes,3.89
17736,USA,25,Bachelor,Married,1,IT,4,Yes,2157,57,No,2.21
17737,Japan,26,Bachelor,Married,2,Education,5,Yes,2155,30,No,2.99
17738,Australia,55,Bachelor,Single,0,Government,0,Yes,761,46,No,1.31
17739,Brazil,28,Diploma,Single,0,Finance,10,Hybrid,3452,51,Yes,6.53
17740,Australia,33,Bachelor,Married,4,Hospitality,12,Hybrid,3263,31,No,6.05
17741,France,37,Master,Single,0,Government,14,Hybrid,3790,56,Yes,7.47
17742,USA,39,High School,Divorced,2,Retail,5,No,1930,34,No,5.51
17743,France,35,Bachelor,Divorced,4,Education,14,Yes,3538,30,Yes,4.74
17744,India,52,High School,Divorced,0,Hospitality,3,Yes,1403,53,No,2.8
17745,Canada,39,Master,Single,0,Finance,16,Hybrid,3997,46,No,1.69
17746,UK,43,PhD,Married,3,IT,17,Hybrid,3975,59,Yes,6.37
17747,South Africa,51,PhD,Married,4,Finance,7,No,2599,59,Yes,5.44
17748,Brazil,40,Bachelor,Single,0,Finance,19,Yes,4632,48,Yes,1.26
17749,USA,39,Diploma,Single,0,Manufacturing,7,No,2799,32,Yes,3.14
17750,Brazil,27,High School,Married,1,Education,9,No,3298,32,Yes,5.17
17751,UK,53,Diploma,Single,0,Education,20,No,5257,54,Yes,6.33
17752,India,51,High School,Divorced,2,Manufacturing,9,No,2941,37,Yes,2.85
17753,Brazil,39,High School,Divorced,4,Finance,14,Yes,3773,33,No,1.75
17754,Japan,34,High School,Divorced,3,Education,16,No,4526,58,No,9.42
